client_sk,client_id,valid_from,valid_to,is_current,legal_name,registration_no,onboarding_date,years_in_business,employees_band,turnover_band,segment,kyc_status,relationship_manager_id,geography_sk,industry_sk
177,C000177,3/1/2023,8/2/2025,True,Client 177 (Pty) Ltd,REG0000177,02/15/2021,28,501-1000,< R5m,Micro,Verified,RM048,8,6
178,C000178,3/1/2023,8/2/2025,True,Client 178 (Pty) Ltd,REG0000178,11/09/2018,26,51-100,R5m-R20m,Micro,Verified,RM043,20,10
179,C000179,3/1/2023,8/2/2025,True,Client 179 (Pty) Ltd,REG0000179,11/01/2018,20,21-50,< R5m,Medium,In Review,RM026,27,2
180,C000180,3/1/2023,8/2/2025,True,Client 180 (Pty) Ltd,REG0000180,07/30/2018,10,1-20,< R5m,Micro,Verified,RM028,9,4
181,C000181,3/1/2023,8/2/2025,True,Client 181 (Pty) Ltd,REG0000181,05/04/2022,24,21-50,R20m-R100m,Micro,In Review,RM095,22,7
182,C000182,3/1/2023,8/2/2025,True,Client 182 (Pty) Ltd,REG0000182,04/29/2022,15,21-50,< R5m,Medium,Verified,RM058,23,6
183,C000183,3/1/2023,8/2/2025,True,Client 183 (Pty) Ltd,REG0000183,08/30/2017,3,21-50,R5m-R20m,Small,Pending,RM012,45,9
184,C000184,3/1/2023,8/2/2025,True,Client 184 (Pty) Ltd,REG0000184,11/04/2019,2,21-50,< R5m,Medium,Verified,RM062,2,5
185,C000185,3/1/2023,8/2/2025,True,Client 185 (Pty) Ltd,REG0000185,07/06/2018,22,21-50,R5m-R20m,Medium,Verified,RM015,35,4
186,C000186,3/1/2023,8/2/2025,True,Client 186 (Pty) Ltd,REG0000186,12/10/2016,5,1-20,R5m-R20m,Small,In Review,RM003,22,1
187,C000187,3/1/2023,8/2/2025,True,Client 187 (Pty) Ltd,REG0000187,01/19/2019,24,1-20,< R5m,Medium,Verified,RM093,31,1
188,C000188,3/1/2023,8/2/2025,True,Client 188 (Pty) Ltd,REG0000188,12/05/2018,1,1-20,< R5m,Micro,Verified,RM054,22,7
189,C000189,3/1/2023,8/2/2025,True,Client 189 (Pty) Ltd,REG0000189,10/10/2016,11,1-20,< R5m,Micro,Verified,RM008,34,7
190,C000190,3/1/2023,8/2/2025,True,Client 190 (Pty) Ltd,REG0000190,11/14/2015,12,1-20,R5m-R20m,Medium,Verified,RM002,16,3
191,C000191,3/1/2023,8/2/2025,True,Client 191 (Pty) Ltd,REG0000191,06/11/2018,26,1-20,< R5m,Micro,Verified,RM003,12,9
192,C000192,3/1/2023,8/2/2025,True,Client 192 (Pty) Ltd,REG0000192,11/14/2016,3,1-20,< R5m,Micro,Verified,RM030,39,1
193,C000193,3/1/2023,8/2/2025,True,Client 193 (Pty) Ltd,REG0000193,10/25/2016,23,1-20,R5m-R20m,Enterprise,In Review,RM097,36,9
194,C000194,3/1/2023,8/2/2025,True,Client 194 (Pty) Ltd,REG0000194,06/21/2020,29,1-20,< R5m,Medium,In Review,RM036,6,2
195,C000195,3/1/2023,8/2/2025,True,Client 195 (Pty) Ltd,REG0000195,06/20/2019,16,1-20,R5m-R20m,Medium,Verified,RM085,28,2
196,C000196,3/1/2023,8/2/2025,True,Client 196 (Pty) Ltd,REG0000196,02/04/2019,26,21-50,R100m-R500m,Corporate,Verified,RM035,2,4
197,C000197,3/1/2023,8/2/2025,True,Client 197 (Pty) Ltd,REG0000197,02/10/2018,14,51-100,R5m-R20m,Small,Pending,RM080,40,1
198,C000198,3/1/2023,8/2/2025,True,Client 198 (Pty) Ltd,REG0000198,01/28/2020,12,501-1000,R5m-R20m,Small,Pending,RM074,8,10
199,C000199,3/1/2023,8/2/2025,True,Client 199 (Pty) Ltd,REG0000199,03/01/2019,20,251-500,R5m-R20m,Micro,Rejected,RM044,35,8
200,C000200,3/1/2023,8/2/2025,True,Client 200 (Pty) Ltd,REG0000200,10/25/2021,26,21-50,R5m-R20m,Micro,Verified,RM001,22,10
201,C000201,3/1/2023,8/2/2025,True,Client 201 (Pty) Ltd,REG0000201,07/17/2016,16,21-50,R5m-R20m,Small,In Review,RM001,21,7
202,C000202,3/1/2023,8/2/2025,True,Client 202 (Pty) Ltd,REG0000202,07/15/2018,21,1-20,R20m-R100m,Micro,Verified,RM032,34,8
203,C000203,3/1/2023,8/2/2025,True,Client 203 (Pty) Ltd,REG0000203,06/25/2019,8,501-1000,R20m-R100m,Medium,Pending,RM040,34,3
204,C000204,3/1/2023,8/2/2025,True,Client 204 (Pty) Ltd,REG0000204,11/29/2016,17,101-250,< R5m,Small,Verified,RM017,29,5
205,C000205,3/1/2023,8/2/2025,True,Client 205 (Pty) Ltd,REG0000205,11/30/2020,17,101-250,R100m-R500m,Corporate,Verified,RM006,33,3
206,C000206,3/1/2023,8/2/2025,True,Client 206 (Pty) Ltd,REG0000206,01/02/2015,28,1-20,R20m-R100m,Small,Verified,RM069,33,8
207,C000207,3/1/2023,8/2/2025,True,Client 207 (Pty) Ltd,REG0000207,10/03/2016,7,21-50,R500m+,Enterprise,Verified,RM091,14,8
208,C000208,3/1/2023,8/2/2025,True,Client 208 (Pty) Ltd,REG0000208,03/17/2021,15,1-20,< R5m,Micro,Verified,RM098,17,5
209,C000209,3/1/2023,8/2/2025,True,Client 209 (Pty) Ltd,REG0000209,05/09/2019,29,501-1000,R5m-R20m,Micro,Verified,RM001,12,7
210,C000210,3/1/2023,8/2/2025,True,Client 210 (Pty) Ltd,REG0000210,05/04/2017,28,1-20,< R5m,Small,Verified,RM055,26,10
211,C000211,3/1/2023,8/2/2025,True,Client 211 (Pty) Ltd,REG0000211,10/26/2019,9,21-50,< R5m,Micro,Verified,RM032,42,1
212,C000212,3/1/2023,8/2/2025,True,Client 212 (Pty) Ltd,REG0000212,08/29/2021,4,1-20,< R5m,Medium,Verified,RM097,31,10
213,C000213,3/1/2023,8/2/2025,True,Client 213 (Pty) Ltd,REG0000213,07/20/2019,8,101-250,R100m-R500m,Small,Verified,RM059,5,9
214,C000214,3/1/2023,8/2/2025,True,Client 214 (Pty) Ltd,REG0000214,02/27/2018,10,1-20,R5m-R20m,Small,Verified,RM063,8,3
215,C000215,3/1/2023,8/2/2025,True,Client 215 (Pty) Ltd,REG0000215,12/12/2017,15,101-250,< R5m,Small,Verified,RM041,26,3
216,C000216,3/1/2023,8/2/2025,True,Client 216 (Pty) Ltd,REG0000216,09/04/2019,23,21-50,< R5m,Medium,Verified,RM083,3,7
217,C000217,3/1/2023,8/2/2025,True,Client 217 (Pty) Ltd,REG0000217,08/09/2022,30,21-50,< R5m,Micro,In Review,RM079,16,9
218,C000218,3/1/2023,8/2/2025,True,Client 218 (Pty) Ltd,REG0000218,08/23/2019,18,1-20,< R5m,Micro,Verified,RM010,25,1
219,C000219,3/1/2023,8/2/2025,True,Client 219 (Pty) Ltd,REG0000219,09/30/2019,14,251-500,< R5m,Corporate,Rejected,RM042,25,10
220,C000220,3/1/2023,8/2/2025,True,Client 220 (Pty) Ltd,REG0000220,12/10/2018,5,101-250,< R5m,Micro,Verified,RM090,31,4
221,C000221,3/1/2023,8/2/2025,True,Client 221 (Pty) Ltd,REG0000221,04/13/2021,9,21-50,< R5m,Enterprise,Verified,RM083,11,9
222,C000222,3/1/2023,8/2/2025,True,Client 222 (Pty) Ltd,REG0000222,04/15/2017,13,21-50,R20m-R100m,Small,Verified,RM066,1,5
223,C000223,3/1/2023,8/2/2025,True,Client 223 (Pty) Ltd,REG0000223,07/22/2015,29,1-20,R20m-R100m,Small,Verified,RM072,45,10
224,C000224,3/1/2023,8/2/2025,True,Client 224 (Pty) Ltd,REG0000224,05/03/2015,25,1-20,R20m-R100m,Small,Verified,RM075,16,9
225,C000225,3/1/2023,8/2/2025,True,Client 225 (Pty) Ltd,REG0000225,02/05/2016,19,21-50,< R5m,Medium,Verified,RM056,3,3
226,C000226,3/1/2023,8/2/2025,True,Client 226 (Pty) Ltd,REG0000226,02/05/2017,11,51-100,R5m-R20m,Medium,Verified,RM053,18,8
227,C000227,3/1/2023,8/2/2025,True,Client 227 (Pty) Ltd,REG0000227,10/21/2015,12,21-50,R20m-R100m,Medium,Verified,RM069,24,10
228,C000228,3/1/2023,8/2/2025,True,Client 228 (Pty) Ltd,REG0000228,05/16/2021,3,21-50,< R5m,Enterprise,Pending,RM011,24,4
229,C000229,3/1/2023,8/2/2025,True,Client 229 (Pty) Ltd,REG0000229,01/10/2023,2,51-100,R5m-R20m,Medium,Rejected,RM016,31,1
230,C000230,3/1/2023,8/2/2025,True,Client 230 (Pty) Ltd,REG0000230,07/17/2015,23,251-500,< R5m,Small,Verified,RM057,7,3
231,C000231,3/1/2023,8/2/2025,True,Client 231 (Pty) Ltd,REG0000231,04/14/2020,22,21-50,< R5m,Small,Verified,RM099,38,7
232,C000232,3/1/2023,8/2/2025,True,Client 232 (Pty) Ltd,REG0000232,08/31/2022,15,21-50,R20m-R100m,Medium,Verified,RM027,25,1
233,C000233,3/1/2023,8/2/2025,True,Client 233 (Pty) Ltd,REG0000233,12/31/2020,5,251-500,R5m-R20m,Micro,In Review,RM075,4,3
234,C000234,3/1/2023,8/2/2025,True,Client 234 (Pty) Ltd,REG0000234,08/31/2016,7,21-50,R5m-R20m,Micro,Verified,RM100,16,9
235,C000235,3/1/2023,8/2/2025,True,Client 235 (Pty) Ltd,REG0000235,02/21/2018,4,21-50,< R5m,Small,Verified,RM030,12,5
236,C000236,3/1/2023,8/2/2025,True,Client 236 (Pty) Ltd,REG0000236,07/06/2015,5,101-250,< R5m,Micro,Verified,RM003,11,4
237,C000237,3/1/2023,8/2/2025,True,Client 237 (Pty) Ltd,REG0000237,11/16/2021,25,251-500,R20m-R100m,Micro,Verified,RM024,26,6
238,C000238,3/1/2023,8/2/2025,True,Client 238 (Pty) Ltd,REG0000238,11/30/2019,16,51-100,< R5m,Corporate,In Review,RM005,48,3
239,C000239,3/1/2023,8/2/2025,True,Client 239 (Pty) Ltd,REG0000239,10/21/2016,15,1-20,R500m+,Small,Verified,RM013,49,9
240,C000240,3/1/2023,8/2/2025,True,Client 240 (Pty) Ltd,REG0000240,09/12/2022,27,21-50,R20m-R100m,Small,Verified,RM043,21,10
241,C000241,3/1/2023,8/2/2025,True,Client 241 (Pty) Ltd,REG0000241,05/09/2020,16,1-20,< R5m,Medium,Verified,RM022,19,8
242,C000242,3/1/2023,8/2/2025,True,Client 242 (Pty) Ltd,REG0000242,09/16/2021,25,1-20,< R5m,Micro,Pending,RM034,39,9
243,C000243,3/1/2023,8/2/2025,True,Client 243 (Pty) Ltd,REG0000243,10/01/2018,4,21-50,< R5m,Micro,Verified,RM087,47,9
244,C000244,3/1/2023,8/2/2025,True,Client 244 (Pty) Ltd,REG0000244,06/09/2020,6,1-20,< R5m,Corporate,Rejected,RM044,33,3
245,C000245,3/1/2023,8/2/2025,True,Client 245 (Pty) Ltd,REG0000245,03/15/2019,18,21-50,< R5m,Medium,Verified,RM014,17,5
246,C000246,3/1/2023,8/2/2025,True,Client 246 (Pty) Ltd,REG0000246,05/27/2015,3,51-100,< R5m,Micro,Verified,RM016,42,6
247,C000247,3/1/2023,8/2/2025,True,Client 247 (Pty) Ltd,REG0000247,12/21/2022,25,251-500,R5m-R20m,Medium,Verified,RM039,15,4
248,C000248,3/1/2023,8/2/2025,True,Client 248 (Pty) Ltd,REG0000248,10/01/2019,22,1-20,R500m+,Corporate,Verified,RM042,37,1
249,C000249,3/1/2023,8/2/2025,True,Client 249 (Pty) Ltd,REG0000249,01/18/2020,24,1-20,< R5m,Micro,Pending,RM016,1,4
250,C000250,3/1/2023,8/2/2025,True,Client 250 (Pty) Ltd,REG0000250,05/03/2016,27,21-50,< R5m,Micro,Verified,RM006,19,4
251,C000251,3/1/2023,8/2/2025,True,Client 251 (Pty) Ltd,REG0000251,02/24/2023,5,1-20,R100m-R500m,Corporate,Verified,RM009,22,4
252,C000252,3/1/2023,8/2/2025,True,Client 252 (Pty) Ltd,REG0000252,05/13/2020,2,1-20,< R5m,Small,Verified,RM051,33,2
253,C000253,3/1/2023,8/2/2025,True,Client 253 (Pty) Ltd,REG0000253,07/22/2019,23,251-500,< R5m,Enterprise,Verified,RM028,46,3
254,C000254,3/1/2023,8/2/2025,True,Client 254 (Pty) Ltd,REG0000254,02/11/2022,16,1-20,< R5m,Medium,Pending,RM066,20,5
255,C000255,3/1/2023,8/2/2025,True,Client 255 (Pty) Ltd,REG0000255,07/13/2021,6,21-50,< R5m,Small,Verified,RM050,28,7
256,C000256,3/1/2023,8/2/2025,True,Client 256 (Pty) Ltd,REG0000256,12/29/2022,27,1-20,R5m-R20m,Micro,Verified,RM083,31,6
257,C000257,3/1/2023,8/2/2025,True,Client 257 (Pty) Ltd,REG0000257,10/02/2016,15,1-20,< R5m,Small,Verified,RM027,16,6
258,C000258,3/1/2023,8/2/2025,True,Client 258 (Pty) Ltd,REG0000258,12/08/2019,18,1-20,< R5m,Micro,Verified,RM079,28,7
259,C000259,3/1/2023,8/2/2025,True,Client 259 (Pty) Ltd,REG0000259,11/25/2021,6,101-250,< R5m,Small,Verified,RM076,23,4
260,C000260,3/1/2023,8/2/2025,True,Client 260 (Pty) Ltd,REG0000260,05/23/2020,13,251-500,R20m-R100m,Micro,Verified,RM041,46,3
261,C000261,3/1/2023,8/2/2025,True,Client 261 (Pty) Ltd,REG0000261,01/07/2021,24,51-100,R5m-R20m,Small,Verified,RM021,46,9
262,C000262,3/1/2023,8/2/2025,True,Client 262 (Pty) Ltd,REG0000262,12/09/2018,13,21-50,< R5m,Micro,Verified,RM053,11,9
263,C000263,3/1/2023,8/2/2025,True,Client 263 (Pty) Ltd,REG0000263,06/23/2019,1,101-250,< R5m,Micro,Verified,RM065,39,8
264,C000264,3/1/2023,8/2/2025,True,Client 264 (Pty) Ltd,REG0000264,09/20/2015,16,1-20,R100m-R500m,Micro,Verified,RM017,3,5
265,C000265,3/1/2023,8/2/2025,True,Client 265 (Pty) Ltd,REG0000265,11/23/2019,4,101-250,< R5m,Micro,Verified,RM045,4,7
266,C000266,3/1/2023,8/2/2025,True,Client 266 (Pty) Ltd,REG0000266,12/31/2020,17,21-50,< R5m,Corporate,Verified,RM013,44,8
267,C000267,3/1/2023,8/2/2025,True,Client 267 (Pty) Ltd,REG0000267,07/21/2021,18,101-250,R20m-R100m,Micro,Verified,RM027,3,1
268,C000268,3/1/2023,8/2/2025,True,Client 268 (Pty) Ltd,REG0000268,09/15/2016,16,1-20,R20m-R100m,Corporate,In Review,RM033,27,4
269,C000269,3/1/2023,8/2/2025,True,Client 269 (Pty) Ltd,REG0000269,10/13/2017,1,101-250,< R5m,Medium,Pending,RM003,27,10
270,C000270,3/1/2023,8/2/2025,True,Client 270 (Pty) Ltd,REG0000270,05/30/2017,6,21-50,R5m-R20m,Medium,Pending,RM034,32,8
271,C000271,3/1/2023,8/2/2025,True,Client 271 (Pty) Ltd,REG0000271,08/11/2020,11,1-20,< R5m,Medium,In Review,RM053,35,8
272,C000272,3/1/2023,8/2/2025,True,Client 272 (Pty) Ltd,REG0000272,01/23/2023,6,21-50,R5m-R20m,Small,Verified,RM011,29,10
273,C000273,3/1/2023,8/2/2025,True,Client 273 (Pty) Ltd,REG0000273,08/20/2018,17,1-20,R20m-R100m,Micro,Verified,RM021,40,7
274,C000274,3/1/2023,8/2/2025,True,Client 274 (Pty) Ltd,REG0000274,04/20/2021,4,1-20,R20m-R100m,Micro,Verified,RM019,14,5
275,C000275,3/1/2023,8/2/2025,True,Client 275 (Pty) Ltd,REG0000275,03/28/2016,14,21-50,< R5m,Small,Verified,RM023,42,2
276,C000276,3/1/2023,8/2/2025,True,Client 276 (Pty) Ltd,REG0000276,03/29/2018,30,1-20,R5m-R20m,Micro,Verified,RM050,20,2
277,C000277,3/1/2023,8/2/2025,True,Client 277 (Pty) Ltd,REG0000277,08/18/2020,14,1-20,< R5m,Small,Verified,RM075,1,1
278,C000278,3/1/2023,8/2/2025,True,Client 278 (Pty) Ltd,REG0000278,08/10/2019,20,1-20,R5m-R20m,Micro,Verified,RM057,43,8
279,C000279,3/1/2023,8/2/2025,True,Client 279 (Pty) Ltd,REG0000279,11/03/2022,8,1-20,< R5m,Micro,Verified,RM048,2,6
280,C000280,3/1/2023,8/2/2025,True,Client 280 (Pty) Ltd,REG0000280,03/05/2021,22,1-20,R500m+,Micro,Verified,RM019,27,4
281,C000281,3/1/2023,8/2/2025,True,Client 281 (Pty) Ltd,REG0000281,02/28/2018,2,1-20,R5m-R20m,Corporate,Verified,RM078,6,3
282,C000282,3/1/2023,8/2/2025,True,Client 282 (Pty) Ltd,REG0000282,02/08/2016,5,1-20,< R5m,Medium,In Review,RM071,41,6
283,C000283,3/1/2023,8/2/2025,True,Client 283 (Pty) Ltd,REG0000283,01/08/2021,4,251-500,R5m-R20m,Micro,Rejected,RM096,12,2
284,C000284,3/1/2023,8/2/2025,True,Client 284 (Pty) Ltd,REG0000284,10/02/2020,10,251-500,< R5m,Micro,Verified,RM074,33,7
285,C000285,3/1/2023,8/2/2025,True,Client 285 (Pty) Ltd,REG0000285,08/24/2019,20,101-250,< R5m,Small,Verified,RM030,22,6
286,C000286,3/1/2023,8/2/2025,True,Client 286 (Pty) Ltd,REG0000286,09/19/2016,28,1-20,< R5m,Corporate,Verified,RM065,44,8
287,C000287,3/1/2023,8/2/2025,True,Client 287 (Pty) Ltd,REG0000287,08/09/2016,24,51-100,< R5m,Small,Verified,RM007,33,5
288,C000288,3/1/2023,8/2/2025,True,Client 288 (Pty) Ltd,REG0000288,07/07/2019,21,21-50,< R5m,Corporate,Verified,RM004,5,4
289,C000289,3/1/2023,8/2/2025,True,Client 289 (Pty) Ltd,REG0000289,12/14/2018,3,1-20,< R5m,Medium,Verified,RM053,13,1
290,C000290,3/1/2023,8/2/2025,True,Client 290 (Pty) Ltd,REG0000290,12/16/2018,16,251-500,R5m-R20m,Micro,Verified,RM076,10,9
291,C000291,3/1/2023,8/2/2025,True,Client 291 (Pty) Ltd,REG0000291,04/14/2015,10,1000+,< R5m,Medium,Verified,RM076,11,5
292,C000292,3/1/2023,8/2/2025,True,Client 292 (Pty) Ltd,REG0000292,09/11/2015,28,51-100,< R5m,Small,Verified,RM075,21,4
293,C000293,3/1/2023,8/2/2025,True,Client 293 (Pty) Ltd,REG0000293,01/01/2022,15,1-20,R5m-R20m,Micro,Verified,RM069,27,1
294,C000294,3/1/2023,8/2/2025,True,Client 294 (Pty) Ltd,REG0000294,02/05/2019,4,21-50,< R5m,Enterprise,Verified,RM100,2,9
295,C000295,3/1/2023,8/2/2025,True,Client 295 (Pty) Ltd,REG0000295,04/09/2015,1,1-20,R5m-R20m,Micro,In Review,RM045,4,10
296,C000296,3/1/2023,8/2/2025,True,Client 296 (Pty) Ltd,REG0000296,01/09/2021,22,1-20,R100m-R500m,Micro,Verified,RM095,15,4
297,C000297,3/1/2023,8/2/2025,True,Client 297 (Pty) Ltd,REG0000297,02/28/2020,27,51-100,< R5m,Micro,Verified,RM085,36,4
298,C000298,3/1/2023,8/2/2025,True,Client 298 (Pty) Ltd,REG0000298,02/09/2023,29,1-20,R5m-R20m,Small,Verified,RM048,36,2
299,C000299,3/1/2023,8/2/2025,True,Client 299 (Pty) Ltd,REG0000299,04/03/2020,15,1-20,R5m-R20m,Corporate,Verified,RM031,11,3
300,C000300,3/1/2023,8/2/2025,True,Client 300 (Pty) Ltd,REG0000300,05/27/2017,10,1-20,R5m-R20m,Micro,In Review,RM028,36,5
301,C000301,3/1/2023,8/2/2025,True,Client 301 (Pty) Ltd,REG0000301,12/04/2015,20,21-50,< R5m,Medium,Verified,RM048,8,9
302,C000302,3/1/2023,8/2/2025,True,Client 302 (Pty) Ltd,REG0000302,11/09/2022,22,501-1000,R5m-R20m,Micro,Verified,RM047,21,4
303,C000303,3/1/2023,8/2/2025,True,Client 303 (Pty) Ltd,REG0000303,08/14/2017,18,21-50,R5m-R20m,Small,Pending,RM030,9,2
304,C000304,3/1/2023,8/2/2025,True,Client 304 (Pty) Ltd,REG0000304,09/01/2019,16,1-20,R100m-R500m,Micro,Verified,RM097,47,5
305,C000305,3/1/2023,8/2/2025,True,Client 305 (Pty) Ltd,REG0000305,06/10/2015,21,21-50,< R5m,Micro,Verified,RM046,37,9
306,C000306,3/1/2023,8/2/2025,True,Client 306 (Pty) Ltd,REG0000306,05/23/2019,27,51-100,R5m-R20m,Small,Verified,RM073,3,8
307,C000307,3/1/2023,8/2/2025,True,Client 307 (Pty) Ltd,REG0000307,10/19/2022,9,101-250,R5m-R20m,Micro,Verified,RM030,8,4
308,C000308,3/1/2023,8/2/2025,True,Client 308 (Pty) Ltd,REG0000308,02/02/2016,24,21-50,R5m-R20m,Micro,Verified,RM097,39,1
309,C000309,3/1/2023,8/2/2025,True,Client 309 (Pty) Ltd,REG0000309,07/24/2018,19,1-20,< R5m,Micro,In Review,RM056,42,7
310,C000310,3/1/2023,8/2/2025,True,Client 310 (Pty) Ltd,REG0000310,03/26/2017,17,1-20,< R5m,Micro,Verified,RM006,47,7
311,C000311,3/1/2023,8/2/2025,True,Client 311 (Pty) Ltd,REG0000311,03/08/2019,10,251-500,< R5m,Micro,Verified,RM058,15,4
312,C000312,3/1/2023,8/2/2025,True,Client 312 (Pty) Ltd,REG0000312,04/03/2020,19,1-20,R5m-R20m,Small,Verified,RM018,29,5
313,C000313,3/1/2023,8/2/2025,True,Client 313 (Pty) Ltd,REG0000313,11/16/2018,8,51-100,R5m-R20m,Micro,Verified,RM030,48,5
314,C000314,3/1/2023,8/2/2025,True,Client 314 (Pty) Ltd,REG0000314,03/04/2018,27,1-20,< R5m,Medium,Verified,RM066,32,4
315,C000315,3/1/2023,8/2/2025,True,Client 315 (Pty) Ltd,REG0000315,05/03/2018,19,51-100,R20m-R100m,Medium,Verified,RM022,33,9
316,C000316,3/1/2023,8/2/2025,True,Client 316 (Pty) Ltd,REG0000316,02/05/2016,5,1-20,< R5m,Micro,Rejected,RM008,42,9
317,C000317,3/1/2023,8/2/2025,True,Client 317 (Pty) Ltd,REG0000317,10/01/2016,2,1-20,< R5m,Enterprise,Pending,RM054,37,6
318,C000318,3/1/2023,8/2/2025,True,Client 318 (Pty) Ltd,REG0000318,06/28/2022,15,21-50,< R5m,Micro,Verified,RM058,40,10
319,C000319,3/1/2023,8/2/2025,True,Client 319 (Pty) Ltd,REG0000319,04/04/2016,17,21-50,< R5m,Micro,Verified,RM086,41,8
320,C000320,3/1/2023,8/2/2025,True,Client 320 (Pty) Ltd,REG0000320,08/12/2017,27,21-50,R5m-R20m,Small,Verified,RM036,22,2
321,C000321,3/1/2023,8/2/2025,True,Client 321 (Pty) Ltd,REG0000321,04/14/2016,10,21-50,R5m-R20m,Micro,Verified,RM027,49,9
322,C000322,3/1/2023,8/2/2025,True,Client 322 (Pty) Ltd,REG0000322,11/11/2017,30,1-20,R100m-R500m,Medium,Verified,RM030,13,4
323,C000323,3/1/2023,8/2/2025,True,Client 323 (Pty) Ltd,REG0000323,08/29/2022,21,51-100,< R5m,Micro,Rejected,RM056,13,4
324,C000324,3/1/2023,8/2/2025,True,Client 324 (Pty) Ltd,REG0000324,08/21/2019,21,21-50,< R5m,Small,Verified,RM022,18,2
325,C000325,3/1/2023,8/2/2025,True,Client 325 (Pty) Ltd,REG0000325,09/16/2020,22,51-100,< R5m,Micro,Verified,RM095,28,5
326,C000326,3/1/2023,8/2/2025,True,Client 326 (Pty) Ltd,REG0000326,03/27/2021,2,21-50,< R5m,Corporate,Verified,RM070,23,4
327,C000327,3/1/2023,8/2/2025,True,Client 327 (Pty) Ltd,REG0000327,07/16/2016,9,251-500,< R5m,Micro,Verified,RM094,1,8
328,C000328,3/1/2023,8/2/2025,True,Client 328 (Pty) Ltd,REG0000328,10/21/2021,2,21-50,< R5m,Small,Verified,RM010,47,9
329,C000329,3/1/2023,8/2/2025,True,Client 329 (Pty) Ltd,REG0000329,12/05/2019,18,1-20,< R5m,Medium,Verified,RM070,45,7
330,C000330,3/1/2023,8/2/2025,True,Client 330 (Pty) Ltd,REG0000330,09/05/2020,12,21-50,R5m-R20m,Micro,In Review,RM045,13,10
331,C000331,3/1/2023,8/2/2025,True,Client 331 (Pty) Ltd,REG0000331,08/14/2015,15,21-50,< R5m,Micro,Verified,RM002,34,3
332,C000332,3/1/2023,8/2/2025,True,Client 332 (Pty) Ltd,REG0000332,03/08/2017,21,21-50,R5m-R20m,Micro,Verified,RM043,44,7
333,C000333,3/1/2023,8/2/2025,True,Client 333 (Pty) Ltd,REG0000333,05/20/2021,25,101-250,R5m-R20m,Small,Verified,RM030,40,2
334,C000334,3/1/2023,8/2/2025,True,Client 334 (Pty) Ltd,REG0000334,01/05/2023,20,21-50,< R5m,Medium,Rejected,RM022,18,8
335,C000335,3/1/2023,8/2/2025,True,Client 335 (Pty) Ltd,REG0000335,08/17/2017,6,251-500,< R5m,Micro,Verified,RM039,2,8
336,C000336,3/1/2023,8/2/2025,True,Client 336 (Pty) Ltd,REG0000336,02/13/2019,18,51-100,< R5m,Small,In Review,RM067,8,9
337,C000337,3/1/2023,8/2/2025,True,Client 337 (Pty) Ltd,REG0000337,03/28/2016,30,1-20,< R5m,Micro,Pending,RM074,25,4
338,C000338,3/1/2023,8/2/2025,True,Client 338 (Pty) Ltd,REG0000338,03/26/2017,13,251-500,R20m-R100m,Medium,Verified,RM091,39,8
339,C000339,3/1/2023,8/2/2025,True,Client 339 (Pty) Ltd,REG0000339,10/20/2016,4,101-250,< R5m,Medium,Pending,RM004,29,4
340,C000340,3/1/2023,8/2/2025,True,Client 340 (Pty) Ltd,REG0000340,06/30/2016,12,1-20,< R5m,Micro,Verified,RM061,33,9
341,C000341,3/1/2023,8/2/2025,True,Client 341 (Pty) Ltd,REG0000341,04/30/2018,9,1-20,< R5m,Micro,In Review,RM096,14,7
342,C000342,3/1/2023,8/2/2025,True,Client 342 (Pty) Ltd,REG0000342,01/17/2015,2,21-50,< R5m,Small,Verified,RM036,29,4
343,C000343,3/1/2023,8/2/2025,True,Client 343 (Pty) Ltd,REG0000343,05/28/2018,16,1-20,R5m-R20m,Enterprise,Verified,RM032,1,8
344,C000344,3/1/2023,8/2/2025,True,Client 344 (Pty) Ltd,REG0000344,01/14/2021,1,21-50,R5m-R20m,Enterprise,Verified,RM060,31,9
345,C000345,3/1/2023,8/2/2025,True,Client 345 (Pty) Ltd,REG0000345,11/29/2021,4,501-1000,< R5m,Micro,Verified,RM032,13,8
346,C000346,3/1/2023,8/2/2025,True,Client 346 (Pty) Ltd,REG0000346,12/05/2017,15,1-20,R5m-R20m,Medium,Verified,RM063,2,3
347,C000347,3/1/2023,8/2/2025,True,Client 347 (Pty) Ltd,REG0000347,01/09/2022,20,1-20,R20m-R100m,Micro,Pending,RM096,48,7
348,C000348,3/1/2023,8/2/2025,True,Client 348 (Pty) Ltd,REG0000348,11/16/2020,1,51-100,R5m-R20m,Small,Rejected,RM044,13,8
349,C000349,3/1/2023,8/2/2025,True,Client 349 (Pty) Ltd,REG0000349,11/04/2019,20,1-20,R100m-R500m,Micro,Verified,RM039,28,7
350,C000350,3/1/2023,8/2/2025,True,Client 350 (Pty) Ltd,REG0000350,11/26/2017,15,101-250,< R5m,Corporate,Verified,RM083,3,10
351,C000351,3/1/2023,8/2/2025,True,Client 351 (Pty) Ltd,REG0000351,05/16/2021,3,1-20,R20m-R100m,Medium,Pending,RM027,1,4
352,C000352,3/1/2023,8/2/2025,True,Client 352 (Pty) Ltd,REG0000352,12/19/2021,13,21-50,R5m-R20m,Corporate,Verified,RM045,44,10
353,C000353,3/1/2023,8/2/2025,True,Client 353 (Pty) Ltd,REG0000353,10/29/2015,18,1-20,R20m-R100m,Small,Verified,RM006,39,7
